album_id,title,release_date,album_type
ALB899390,Loaded,2009-10-16,album
ALB655328,MSSNC,2009-01-01,album
ALB808646,KG,2025-05-29,album
ALB765491,Sano Business 2005 Live,2025-05-30,album
ALB595914,Vivo e Vero,2010-05-04,album
ALB412259,L'erba cattiva (Gold Edition),2012-11-20,album
ALB771955,Vieni a prenderci,2013-11-12,single
ALB688514,Lungomare Paranoia,2017-01-13,album
ALB703378,Inferno 9,2016-06-10,album
ALB133264,Sons Of Soul,1993-01-01,album
ALB912777,Teoria Del Contrario Mixtape Vol. 2,2023-03-17,album
ALB800860,Metrotape Vol1 The Jam Session (Selected By Dj Sice),2007-01-01,album
ALB674797,Machete Mixtape Gold Edition,2015-10-30,compilation
ALB785414,5° Dan,2017-11-01,album
ALB677571,Trap Fatta Bene,2024-04-19,album
ALB400413,Album,2017-05-26,album
ALB184496,Lunga Vita a Sto,2017-11-24,album
ALB744853,Cara Italia,2018-05-02,single
ALB548678,DNA,2020-11-13,album
ALB919213,Zingarello,2018-05-25,single
ALB719185,WALLAH,2021-10-29,single
ALB211998,Sensazione ultra,2022-05-20,album
ALB541663,Niente Panico,2024-10-11,single
ALB642112,Turbococco,2019-06-21,single
ALB442819,Casa Mia,2024-02-07,single
ALB182132,Paprika,2024-05-10,single
ALB148434,"Chiagne Ancora (feat. LIBERATO, J Lord)",2021-06-22,single
ALB406042,Hasta la vista (feat. ANNA) [Remix],2020-05-29,single
ALB753208,I Love You,2019-03-15,single
ALB453348,PIZZA KEBAB Vol. 1,2023-12-01,album
ALB959749,M' Manc (con Geolier & Sfera Ebbasta),2020-06-11,single
ALB890062,Chill,2025-05-16,single
ALB972818,Force & Honneur,2017-03-31,album
ALB818354,Skylab V,2004-12-10,album
ALB825778,Freestyle N°4 #rue,2018-09-01,single
ALB613326,TUTTA VITA,2024-10-25,album
ALB462561,G+Jus,2021-01-12,single
ALB145317,Tarantelle,2019-05-03,album
ALB428859,We Love You Tecca,2019-08-30,album
ALB999381,2 glops,2024-02-15,single
ALB434480,CAPOTAVOLA,2019-04-29,album
ALB296140,SANTANA MONEY GANG,2025-04-10,album
ALB475279,MiDi Murder EP,2012-10-31,single
ALB260072,Legmatic,2024-05-10,album
ALB932744,4: The Rise of the Mosh Mongers,2013-08-01,album
ALB311168,DJUNGLE UNCHAINED,2022-12-16,album
ALB370003,Thee Unknown,2024-09-20,album
ALB668250,Booze for Blues,2016-05-25,album
ALB833625,Wanderlust,2015-06-12,single
ALB250416,V,2017-09-01,album
ALB768267,CLASH AGAIN,2019-10-18,album
ALB198244,SPECIALIST,2020-09-17,single
ALB752760,Noi Siamo Il Club (Reloaded Edition),2012-01-01,album
ALB771499,Joga Bonito (feat. Nerone & Axos),2018-08-03,single
ALB327127,Rock Steady,2014-09-02,album
ALB358735,CLASH,2019-02-01,album
ALB267968,BLOCCO 181 – ORIGINAL SOUNDTRACK,2022-05-27,album
ALB241846,HO LA HIT (feat. Massimo Pericolo),2022-04-07,single
ALB938004,MARI (feat. Giaime) - prod. Andry The Hitmaker,2020-10-09,single
ALB692332,Era Tutto Un Sogno,2012-11-13,album
ALB165538,"MAI (feat. Silent Bob) prod. Crookers, Goedi",2021-10-24,single
ALB405306,OGGI,2020-10-23,single
ALB240744,BENZINA (feat. Emis Killa) prod. Garelli,2021-03-05,single
ALB408703,DE PUTA MADRE 3,2024-10-11,single
ALB740583,090320 - prod. Kanesh,2020-10-02,single
ALB263827,DOMANI,2021-11-12,single
ALB624336,In volo (RMX),2018-06-08,single
ALB916640,TERRORIST,2025-01-17,single
ALB689036,RANCH,2025-05-09,album
ALB556163,Just Keep Watching (From F1® The Movie),2025-05-30,single
ALB817173,VENDETTA,2008-09-22,album
ALB935440,Mea Culpa (Gold Edition),2014-01-01,album
ALB253274,GEMINI,2019-06-14,album
ALB501768,QVC Collection,2018-03-30,album
ALB857805,Generazione Triste,2025-03-14,single
ALB805358,Gli alpini e la montagna vol.2,2007-05-01,album
ALB400096,LA BELLAVITA,2025-03-28,album
ALB945213,There Is No Competition: Death Comes In 3s,2011-12-25,album
ALB808138,Educazione sabauda,2016-01-08,album
ALB694024,Malammore,2016-07-15,album
ALB469679,"The Newkingztape, Vol. 1",2017-11-17,album
ALB571688,Innamorato,2023-04-13,album
ALB800227,'A verità,2014-03-24,album
ALB776917,Dentro e Fuori,1976-01-01,album
ALB507560,AL CAPONE,2022-04-22,single
ALB213199,Meteoriti - Top Rap Italiano,2022-07-08,compilation
ALB668118,#willpower,2013-01-01,album
ALB606685,Ambitions,2017-01-13,album
ALB411411,WILD,2024-11-22,single
ALB955966,Bella Lucio,2015-09-25,compilation
ALB826929,Balances & Options,2000-01-01,album
ALB184242,Solo per cambiare il mondo,2012-11-26,album
ALB504235,Affetto Illimitato,2023-12-27,album
ALB730275,Zer06-zer08,2010-06-22,album
ALB977772,900,2001-01-01,album
ALB827934,Amore e Coraggio,2012-01-01,album
ALB392013,Kepler,2014-05-27,album
ALB699735,Santos Ensinos,2024-01-01,album
ALB597713,SCELTE STUPIDE,2025-05-02,single
ALB106261,Drammi,2024-12-13,single
ALB305648,Stereokilling,2016-12-16,album
ALB741328,Dreaming in Slow Motion,2025-02-21,single
ALB229254,Turno notturno,2016-09-26,single
ALB557734,Sciccherie,2018-12-14,single
ALB689025,17,2019-06-17,single
ALB468764,MADAME,2021-06-03,album
ALB590629,sentimi,2020-04-24,single
ALB230025,L'Angelo del Male,2024-04-26,album
ALB264572,Anna,2018-09-13,single
ALB880954,"Red Bull 64 Bars, The Album",2021-05-27,compilation
ALB806801,IL BENE NEL MALE,2023-02-09,single
ALB887555,L'AMORE,2023-03-30,album
ALB657503,LA PROMESSA DELL'ANNO,2019-10-04,single
ALB962169,TU M'AS COMPRIS,2022-01-27,single
ALB466943,AWW! (Red Bull 64 Bars),2022-04-12,single
ALB641502,Adorazione (Colonna sonora della serie Netflix),2024-11-22,album
ALB156303,L’Eccezione (from the Amazon Original Series BANG BANG BABY),2022-04-14,single
ALB864874,La primavera della mia vita (Original Motion Picture Soundtrack),2023-02-20,compilation
ALB169323,Persona,2019-10-31,album
ALB264154,Ping Pong,1997-01-01,album
ALB771963,Amore povero,2017-03-17,album
ALB937407,Rockstar: Do zachodu słońca,2020-08-28,album
ALB744957,"NOI, LORO, GLI ALTRI",2021-11-19,album
ALB309814,DRAFT,2022-11-07,single
ALB343337,Bonjour Madame,2023-05-05,single
ALB873274,Madame Dad,2022-10-08,compilation
ALB574584,Fitna,2024-06-21,album
ALB330203,Poco Di Buono 2,2017-01-26,album
ALB651093,DON,2018-01-19,album
ALB573873,Nella fossa,2014-04-03,single
ALB333806,Poco di Buono,2008-03-31,album
ALB622549,Don Vacca Corleone,2019-01-11,album
ALB310012,Il diavolo non esiste,2014-03-07,single
ALB534654,Faccio Quello Che Voglio,2007-01-01,album
ALB744672,54:17,2017-04-24,album
ALB177335,Rilassato,2025-03-21,single
ALB540269,Missione completa,2018-09-04,single
ALB955956,Bad Reputation,2020-04-10,album
ALB329904,Del Padre Del Figlio,2014-09-23,album
ALB518853,20139,2019-08-23,album
ALB255034,zero punto zero,2017-02-13,single
ALB590165,Asmara,2018-04-21,single
ALB475283,UNA VITA SOLA,2024-03-22,single
ALB692763,Pazienza,2013-03-19,album
ALB991514,L'ultimo tango,2015-09-01,album
ALB675332,Via perchè,2017-06-23,single
ALB887707,Il Ragazzo D'Oro,2011-01-01,album
ALB789185,Mi ferma nessuno,2019-11-08,single
ALB804813,Barroso,2022-09-23,album
ALB827213,No Cap,2021-01-11,single
ALB365375,Vh,2004-03-11,album
ALB111569,Qualche Secondo,2020-12-04,single
ALB565632,Musica per Sordi,2025-05-16,single
ALB412236,Tropical Shopping,2021-02-26,single
ALB443818,Tempo Nostro - EP,2021-07-30,single
ALB974331,Jr. Saddam,2021-03-26,single
ALB701972,Full Circle,2019-07-12,album
ALB836147,Chi sbaglia paga,2006-10-25,single
ALB322700,Black Book 2,2016-12-15,album
ALB698703,Marionette,2019-10-21,single
ALB192325,indipendentemente preso bene,2023-06-09,single
ALB113980,Pezzi Della Sera,2023-11-17,album
ALB168925,Ogni fottuto giorno,2021-05-14,single
ALB243941,La tana del granchio,2025-02-12,single
ALB458914,Spazio,2021-02-12,single
ALB195716,Golden Goal,2020-11-18,single
ALB326845,IDGAF,2020-10-23,single
ALB725222,Black Heart,2025-05-05,album
ALB550429,Business,2020-11-13,single
ALB964715,Scatola di Nike,2021-01-29,single
ALB597295,Pelleossa,2011-05-24,album
ALB278732,Sporco,2010-05-18,album
ALB591271,GRAVEYARD DUPPIES,2024-05-10,album
ALB805107,Rockstar,2018-01-19,album
ALB427866,Immagini Ancora,2021-04-23,single
ALB325298,Reggae Rhythm,2025-06-11,compilation
ALB317951,One Shot,2024-01-09,single
ALB926860,XDVR Reloaded,2015-11-23,album
ALB440676,Last Bonus Track,2022-02-25,single
ALB121762,Verità Supposte,2003-01-01,album
ALB528321,New Balance,2025-01-24,single
ALB220696,1 Less G in the Hood,2015-04-01,album
ALB684347,Doble Cara,2025-02-21,single
ALB106021,La Patente,2025-06-13,single
ALB425495,DE PUTA MADRE 3,2024-10-11,single
ALB739581,N 9,2017-02-09,album
ALB788251,Get Maad,2012-01-31,album
ALB839800,Terzo Capitolo,2025-02-07,single
ALB674559,Voglio farlo con te (feat. Vacca & EXO),2020-04-23,single
ALB283572,Il nirvana,2014-09-23,album
ALB513539,The Main Ingredient,1994-01-01,album
ALB399662,ALI,2021-02-19,album
ALB750001,Best Trap Ita 2024,2024-01-12,compilation
ALB804136,CRACOVIA PT. 4,2023-08-25,single
ALB851846,KG,2025-05-29,album
ALB346296,INVISIBILI,2023-09-15,album
ALB462908,Le vostre madri,2019-11-26,single
ALB930810,L'imprevisto,2007-06-12,album
ALB376862,FAME,2025-01-31,album
ALB568521,Northside Melodies,2024-05-31,album
ALB778960,L'importante,2019-05-07,single
ALB810200,Classe 73,2003-01-01,album
ALB862664,Real Talk,2019-07-30,single
ALB758368,Bella Guido,2018-06-12,single
ALB514903,The Globe,2022-11-03,album
ALB260794,100 rancunes,2021-07-01,album
ALB556906,INTROVERSO EP,2024-03-12,single
ALB371209,ALI - ULTIMA NOTTE,2021-09-24,album
ALB510505,Guess Who's Back,2022-04-15,single
ALB489553,MM Vol. 2,2016-11-11,album
ALB442888,C'era una volta,2021-06-24,album
ALB222528,Giorgio Vanni super hits - il meglio del meglio,2014-01-01,album
ALB531859,OCCHI TRISTI,2024-10-18,single
ALB432941,LA BELLAVITA,2025-03-28,album
ALB193214,SIRIO (Concertos),2022-12-15,album
ALB992147,"The Illest, Vol. 2",2019-04-26,album
ALB267337,No Friend,2025-02-28,single
ALB138626,Le Voyage,2003-01-01,album
ALB666240,Players Club '25,2025-04-15,single
ALB578203,THIS IS MICONS,2024-04-05,album
ALB211950,CANI RANDAGI,2025-04-11,single
ALB187335,Dead poets,2016-12-20,album
ALB533084,SN4,2023-06-16,album
ALB653950,64 BARRE IN FACCIA (Red Bull 64 Bars),2024-09-05,single
ALB427707,BOOGIE WOOGIE,2022-06-24,single
ALB844308,Milano Angels,2024-09-06,album
ALB564163,OFFLINE (feat. VillaBanks),2023-05-26,single
ALB846328,PER SEMPRE (feat. Bresh),2024-09-11,single
ALB489955,RADIO SAKURA,2024-03-08,album
ALB228912,Lorenzo 1999 - Capo Horn,1999-06-21,album
ALB795611,X2VR,2023-11-17,album
ALB861069,FIGLI DEI PALAZZI (feat. Néza),2025-05-02,single
ALB338223,"Gelosa (feat. Shiva, Sfera Ebbasta, Guè)",2023-02-24,single
ALB183172,Scatola Nera,2019-09-19,album
ALB258131,FACILE,2022-02-14,album
ALB167845,RANCH,2025-05-09,album
ALB959501,Illuminate,2017-04-20,album
ALB200636,Playlist,2018-11-09,album
ALB819301,Ds Ep.8,2022-06-10,single
ALB493841,Bravo Ragazzo (Royal Edition),2013-01-01,album
ALB634210,64 BARRE DA CENSURA (Red Bull 64 Bars),2024-05-10,single
ALB490588,"Secondo me, l'amore...",1972-01-01,album
ALB861929,Raptus 3,2019-03-15,album
ALB947425,SDFTR,2025-03-14,single
ALB694346,Il chihuahua storico non ha senso senza te,2005-01-01,album
ALB363737,Mary Poppins (La Colonna Sonora Originale del Film),2018-05-18,compilation
ALB882184,No stress,2021-08-27,single
ALB541515,SunTzu,2012-03-23,single
ALB659186,WE 2FLY,2024-08-02,single
ALB886431,XXX,2024-02-09,single
ALB559344,FRAGILI (Acoustic Version),2024-08-30,single
ALB141827,PAPRIKA,2019-03-29,album
ALB591998,SANTANA MONEY GANG,2025-04-10,album
ALB367028,L'ANGELO DALL'OCCHIALE DA SERA: COL CUORE IN GOLA,2016-10-25,album
ALB778375,CHANELINA SOUBRETTE (feat. Disme & Ele A),2024-09-27,single
ALB870607,Misteria,2023-12-01,album
ALB122495,VERA BADDIE,2024-06-27,album
ALB400073,Levi,2023-04-11,single
ALB629123,IL CIELO NON È UN LIMITE,2020-11-12,album
ALB635728,Year of the Dragon - Songs from China,2024-09-27,album
ALB379385,F65,2023-05-05,album
ALB472753,Piove Ancora,2021-11-05,album
ALB755211,Mr. Simpatia,2004-09-01,album
ALB774648,Zum Sterben schön - Ein Musical für die Ewigkeit,2013-11-22,album
ALB516161,UNA VITA IN CAPSLOCK,2018-04-20,album
ALB770312,CARPACCIO GHIACCIATO,2017-06-23,single
ALB462783,CLUB TOPPERIA,2022-05-26,album
ALB329065,Persona,2019-10-31,album
ALB824375,LE RAGAZZE DI PORTA VENEZIA - THE MANIFESTO,2019-10-17,single
ALB978977,LA BELLAVITA,2025-03-28,album
ALB705644,Piangere a 90,2025-05-08,single
ALB422975,4 MANI,2022-11-25,album
ALB623843,On a Cloud,2019-12-27,album
ALB721517,Year Of The Gentleman (Bonus Track Edition),2008-01-01,album
ALB478726,CONDANNATA A DANZARE (dal film “Il Migliore dei Mondi”),2023-11-14,single
ALB395219,.,2025-02-27,album
ALB425193,13 Months of Sunshine,2025-05-16,album
ALB323317,Bacco Tabacco & Venere,2021-05-28,single
ALB750200,Sangue,2024-03-08,album
ALB414175,OMZ,2022-04-16,single
ALB493231,Bound By Fire,2009-09-26,album
ALB948872,2020 Freestyle,2021-01-07,single
ALB653876,FINIMONDO,2022-05-05,single
ALB767814,Potere,2018-06-29,album
ALB654222,Malammore,2016-07-15,album
ALB706393,L1,2012-06-19,album
ALB932133,Dove Volano Le Aquile,2022-04-01,album
ALB456833,"Anno Fantastico (feat. Shiva, Tony Boy)",2025-03-21,single
ALB415773,Potere (Il Giorno Dopo),2019-06-18,album
ALB546288,L2,2014-07-01,album
ALB833775,Dove Volano Le Aquile Vol. 2,2023-05-10,album
ALB357647,Ailleurs,2012-11-05,album
ALB958998,DAMN.,2017-04-14,album
ALB545671,SANTANA MONEY GANG,2025-04-10,album
ALB696630,Strade Smarrite,2008-03-01,album
ALB964927,Porta Una Rosa (Red Bull 64 Bars),2023-12-15,single
ALB196547,2017-2019,2019-10-02,album
ALB673259,Icona,2018-11-16,album
ALB811556,Kiss Kiss Bang Bang,2015-09-11,album
ALB373216,Una seria,2013-03-12,album
ALB617084,Non mi basta più (feat. Chiara Ferragni),2020-06-25,single
ALB331989,Donna sulla Luna,2021-06-11,album
ALB662613,KIRK,2019-09-27,album
ALB275581,Buenos Aires,2020-03-06,single
ALB187980,Roma - Bangkok (feat. Lali),2017-02-17,single
ALB886609,Kung Fu Panda 4 (Original Motion Picture Soundtrack),2024-03-08,album
ALB958776,Greatest Hits,1999-01-01,compilation
ALB251294,Femmina Alfa - EP,2011-10-05,single
ALB183710,TOTEM (Ultimate Edition),2021-06-25,album
ALB185156,Follia Mediterranea,2025-06-06,single
ALB632625,DOMANI,2021-11-12,single
ALB790008,Kimosabè,2023-09-29,album
ALB242689,M'ama non m'ama,2023-06-16,single
ALB748174,Paper Room,2019-11-05,album
ALB320421,Fino al Blackout,2024-04-19,single
ALB427641,Easy Money Baby,2020-01-24,album
ALB344995,Feeling Good: Her Greatest Hits And Remixes,2022-02-11,compilation
ALB720360,TOTEM - Episodio Tre,2021-02-10,single
ALB261293,Connie Francis Sings Second Hand Love & Other Hits,1962-04-10,album
ALB470914,Tq the Second Coming Domestic Clean With Bonus Tracks Part 2,2008-01-01,album
ALB122673,X (feat. Maluma & Ozuna) [Remix],2018-06-29,single
ALB962858,6AM,2022-09-15,single
ALB964701,#Bedtime Baby Lullaby#,2018-03-28,album
ALB762712,Yung Pokro,2019-03-29,album
ALB168528,Solo,2024-01-12,album
ALB893048,"Players Club '23 (Knights of the Posse) (feat. Nerissima Serpe, Artie 5ive, Tony Boy, Papa V, Low Red, Digital Astro & Kid Yugi)",2023-04-20,single
ALB901654,12,2022-09-12,album
ALB428524,Locos Valientes (feat. Andrés Dvicio),2017-09-08,single
ALB655808,"Dark Days, Bright Nights",2001-01-01,album
ALB480866,Babylon By Bus,1978-01-01,album
ALB681347,Roma - Bangkok (feat. Giusy Ferreri) [Spanish Version],2016-02-19,single
ALB171038,Hello World,2024-12-06,album
ALB309729,Pray 4 Love (Deluxe),2020-08-07,album
ALB356073,MONEY DANCE,2019-10-25,single
ALB290436,Variazioni,2017-03-31,album
ALB661946,Onda Alta,2024-02-07,single
ALB957274,Nostalgia istantanea,2012-06-12,album
ALB854389,CD' (Bonus Track Version),2011-04-01,album
ALB935267,D'Io,2015-02-03,album
ALB378718,Dove Si Balla,2022-02-02,single
ALB291656,Di vizi di forma virtù,2008-06-13,album
ALB410881,Vivere Aiuta A Non Morire,2013-01-01,album
ALB665191,NEI SOGNI NESSUNO È MONOGAMO,2022-03-03,album
ALB581225,Bir Tawil,2020-12-04,album
ALB802834,Musica Senza Musicisti,2006-04-26,album
ALB187509,L'ottavia,2014-02-12,album
ALB334619,Ciao America,2024-02-01,album
ALB535767,"Nullatenente (feat. Massimo Pericolo, Jake La Furia)",2025-04-03,single
ALB999842,Pelle D'Oca,2023-05-18,single
ALB432017,Amico E' ( Inno Dell'amicizia ),1984-01-01,album
ALB325173,Muziki,2019-11-28,single
ALB287467,RIOT,2020-10-30,album
ALB494790,Diari Aperti,2019-05-03,album
ALB121927,NOSTALGIA (export),2024-02-23,album
ALB791324,Buganda Rock,2017-04-24,single
ALB200824,Hell Taxi,2017-05-03,single
ALB883522,Machete Mixtape Gold Edition,2015-10-30,compilation
ALB135941,Rattopsy,2014-07-01,album
ALB654317,Dinastía de Caín,2025-05-09,album
ALB950056,SERVER SIRENA,2019-10-11,single
ALB838959,NIVELES,2020-09-25,single
ALB682990,"20 Años de Rabia, 20 Años de Sueños",2013-04-01,album
ALB921278,Visión,2021-05-07,single
ALB458050,A.M.N (Any Minute Now),2020-09-11,album
ALB609124,Hip Hop Is Dead,2006-01-01,album
ALB490447,P Secondigliano (2020 Remaster),2018-07-20,single
ALB920273,DIO LO SA,2024-06-07,album
ALB713679,IL CORAGGIO DEI BAMBINI - ATTO II,2023-04-07,album
ALB638388,Emanuele,2019-10-10,album
ALB584336,Campioni In Italia (Red Bull 64 Bars),2023-11-24,single
ALB675821,Emanuele (Marchio registrato),2020-07-09,album
ALB108052,IL CORAGGIO DEI BAMBINI,2023-01-06,album
ALB297573,DIO LO SA - ATTO II,2024-11-22,album
ALB406383,MM Vol. 3,2019-02-01,album
ALB266619,Santana Season,2023-06-09,album
ALB316207,RAP TUTORIAL (64 Bars),2021-05-19,single
ALB616372,M' Manc (con Geolier & Sfera Ebbasta),2020-06-11,single
ALB896357,Bravo Ragazzo (Royal Edition),2013-01-01,album
ALB320109,Mexico,2018-10-18,single
ALB189320,Balances & Options,2000-01-01,album
ALB323021,"Vamos Pa La Banca (feat. Geolier, Samurai Jay & Lele Blade)",2020-02-28,single
ALB854186,"SARÒ CON TE (feat. MV Killa, Yung Snapp, Lele Blade, Vale Lambo) [Original Soundtrack]",2024-05-03,single
ALB860926,THIS IS MICONS,2024-04-05,album
ALB964389,'A verità 2.0,2014-11-04,album
ALB683892,Early American Cajun Music: Classic Recordings From the 1920's,1999-01-19,album
ALB425448,Il mio lato peggiore,2025-05-16,album
ALB836786,Guitarra,2020-12-06,single
ALB598887,N'ata vot (Perdono),2023-12-08,single
ALB858660,Truman,2018-11-16,album
ALB615785,Clownstrofobia,2016-01-15,album
ALB603710,The Attic,2023-09-01,album
ALB139618,Balorda nostalgia,2025-02-12,single
ALB877400,Allora ciao,2020-01-10,single
ALB967036,Kamikaze,2018-08-31,album
ALB594474,La hit dell'estate,2019-06-18,single
ALB334367,Mirabilansia,2015-04-22,album
ALB778941,Odio le hit estive,2016-07-01,single
ALB663347,Autostop,2020-06-16,single
ALB700526,Truman (Sanremo Edition),2019-02-08,album
ALB466706,In un'ora,2021-06-01,single
ALB944986,Nella fossa,2014-04-03,single
ALB514864,Diversamente Triste,2023-07-07,album
ALB650282,Rap Fiction,2019-08-27,single
ALB755272,Tori seduti (feat. J-AX),2022-07-01,single
ALB747141,Lunatica,2023-03-10,single
ALB977360,Shades and Echoes,2022-02-04,album
ALB185249,Pendolari,2023-01-13,single
ALB562879,Per Sempre Mai,2023-05-26,single
ALB163242,TUTTA VITA,2024-10-25,album
ALB651281,Testa o croce,2019-10-04,album
ALB745807,This is Reggae 100 Classics,2025-06-11,compilation
ALB722117,Better Days,2022-01-28,single
ALB663401,Ya Ganamos,2017-10-01,single
ALB366507,"Musica da giostra, Vol. 5",2018-02-23,album
ALB773715,Il Fuoco In Una Stanza,2018-03-02,album
ALB285204,SANTANA MONEY GANG,2025-04-10,album
ALB122734,Mindstate,1998-01-01,album
ALB199245,Rinascimento,2019-03-06,album
ALB600348,50 Shades of Fuckree,2017-03-31,album
ALB788378,Answers Within,2016-01-02,single
ALB637265,Noi Siamo Il Club (Reloaded Edition),2012-01-01,album
ALB765484,Light And Shade,2005-09-26,album
ALB223473,Spot,2024-07-10,single
ALB911081,LA BELLAVITA,2025-03-28,album
ALB675233,Mambo Salentino,2019-06-07,single
ALB178757,Playlist,2018-11-09,album
ALB697175,"Shades of Night (Flowing & Calm Sleep Sounds, Sensitive Background Music)",2019-01-04,album
ALB694301,Bottiglie Vuote (feat. Max Pezzali),2025-04-11,single
ALB496536,2/7 - EP,2020-06-12,single
ALB783437,C'era una Svolta - Monologhi Pop Vol. 2,2022-04-07,album
ALB923721,Combat Rave,2020-05-01,album
ALB508410,Twist & Shades,2025-05-07,single
ALB392083,E No Fit Be Me,2022-11-25,single
ALB563210,Бары,2022-08-26,single
ALB631841,Che Gusto C'è (feat. Tredici Pietro),2025-05-23,single
ALB717250,Hot In The Shade,1989-01-01,album
ALB823128,Supereroe,2018-10-12,album
ALB629973,Linda,2017-10-25,single
ALB519086,Serio,2018-02-09,single
ALB756195,17,2020-09-18,album
ALB146739,Terza Stagione,2016-10-14,album
ALB747923,L'erba cattiva,2012-02-07,album
ALB168242,"Keta Music, Vol. 3",2021-07-23,album
ALB181628,Linda (Reloaded),2018-01-10,single
ALB797801,Supereroe Bat Edition,2019-06-21,album
ALB360767,Keta Music - Volume 2,2015-06-18,album
ALB886654,Effetto notte,2023-05-19,album
ALB793596,17 - Dark Edition,2021-02-26,album
ALB612842,Mercurio - 5 Stars Edition,2014-06-10,album
ALB684168,Mercurio,2013-10-22,album
ALB826938,Champagne e spine,2010-01-01,album
ALB556779,In auto alle 6:00 (feat. Lazza),2025-05-02,single
ALB671830,Tijuana,2019-05-31,single
ALB800182,Demoni,2025-02-04,single
ALB780042,2/7 - EP,2020-06-12,single
ALB125971,Sei Tu (feat. Andrea Piraz),2017-06-30,single
ALB836536,PECCATORE,2025-05-23,album
ALB303773,Effetto notte (L'alba),2023-11-24,album
ALB457842,Fuori di qua! (Stories) [2022 Remastered],2004-11-01,album
ALB206449,Rivoluzione,2021-11-05,album
ALB274814,Nino Nino,2024-09-13,single
ALB615002,Andale,2020-06-17,single
ALB167688,PLC tape 1,2022-04-22,single
ALB623661,I.L.T.G. (I Love This Game),2015-04-27,single
ALB125778,BUTTERFLY (feat. Simba La Rue),2024-03-08,single
ALB663678,Sinatra,2018-11-29,album
ALB419018,L'erba cattiva (Gold Edition),2012-11-20,album
ALB154484,Il peggiore,2011-12-19,album
ALB130397,Vampiri,2013-07-01,single
ALB918148,64 BARRE DA CENSURA (Red Bull 64 Bars),2024-05-10,single
ALB244522,Che abbia vinto o no (feat. Antonella Lo Coco) - Single,2014-11-25,single
ALB173130,Fuori Da Qui,2016-04-22,album
ALB758128,Lucifero,2022-07-01,single
ALB396049,SCUSATE IL RITARDO,2024-09-11,album
ALB286172,#Rossoneri,2015-09-11,single
ALB505445,Il nirvana,2014-09-23,album
ALB781146,LA RIVINCITA (feat. Jake La Furia & Emis Killa) – prod. Don Joe,2021-06-03,single
ALB380358,Pop-hoolista,2014-10-14,album
ALB635408,MOOD,2020-08-12,single
ALB999730,Il Mondo è Nostro,2021-09-24,single
ALB812589,Roof Top Mixtape 1,2021-12-17,album
ALB214809,Hanno ucciso l'Uomo Ragno (2012),2012-06-12,album
ALB588089,Nayt One,2012-05-07,album
ALB397338,ryoach ! (freestyle killa),2021-12-24,single
ALB580628,Sing My Song Vol 16,2014-07-22,album
ALB663001,Dstruction MIXTAPE (Nuclear Edition),2024-02-15,album
ALB551353,Everything Based,2010-07-10,album
ALB424880,SANTANA MONEY GANG,2025-04-10,album
ALB650066,Killers,2013-10-14,single
ALB361939,Bella Lucio,2015-09-25,compilation
ALB964010,L1,2012-06-19,album
ALB346629,Dadaismo,2014-01-01,album
ALB839561,1969 - Achille Idol Rebirth,2020-09-25,album
ALB280772,DeBÍ TiRAR MáS FOToS,2025-01-05,album
ALB632153,Non so chi ha creato il mondo ma so che era innamorato,2024-02-16,album
ALB399009,RISPETTO,2024-12-20,single
ALB927590,Duepuntozero,2015-12-16,album
ALB366848,Balorda nostalgia,2025-02-12,single
ALB556456,Strappati Lungo i Bordi (Music from the Original TV Series “Strappare lungo i bordi”),2021-11-17,album
ALB430770,Mwaki,2023-11-10,single
ALB587698,Depresso fortunato,2025-05-23,single
ALB186404,"Baby Dance, Vol. 8 (Canzoni per bambini)",2013-06-19,album
ALB724922,LA BELLAVITA,2025-03-28,album
ALB656235,Call of the Wild,2019-03-08,album
ALB707355,Comunisti col Rolex,2017-07-11,album
ALB526390,Italiana,2018-05-04,single
ALB225590,Comunisti col Rolex (Multiplatinum Edition),2017-11-24,album
ALB487863,Sconosciuti da una vita,2017-10-27,single
ALB842206,Il bello d'esser brutti Multiplatinum Edition,2015-12-04,album
ALB681511,Tutto tua madre,2018-09-14,single
ALB603910,ReAle,2020-01-24,album
ALB219536,Il bello di essere J-AX - 25 anni di successi 1993-2018,2018-05-11,album
ALB226282,Salsa,2021-05-21,single
ALB138154,Timberland Pro,2019-05-13,single
ALB533229,Semester Opening – Die besten Party Schlager Hits für jede Studenten Feier 2014 (Dazu feiert man nicht nur auf jeder House Fete sondern auch zum Apres Ski und Karneval 2015 bis 2016),2014-10-01,compilation
ALB129376,Di sana pianta,2006-10-13,album
ALB741723,"""Music for a While"" - Relaxing Melodies",2025-06-17,album
ALB304288,Meglio prima (?),2011-08-30,album
ALB926412,"Soul Jazz Records Presents Boombox: Early Independent Hip Hop, Electro and Disco Rap 1979-82",2016-05-20,compilation
ALB484272,J-Ax & Friends,2016-05-20,album
ALB645883,SurreAle,2021-08-27,album
ALB881360,Così Com' è,1996-05-14,album
ALB212856,Rap n' Roll,2009-01-22,album
ALB288342,Sottosegretari alla presidenza della Repubblica del True Metal,2018-05-21,single
ALB758034,Deca Dance,2009-06-11,album
ALB566215,Meglio Live!,2012-05-08,album
ALB510249,Domani smetto,2002-03-22,album
ALB829224,Dogocrazia,2009-01-01,album
ALB370093,Pirati urbani,2015-05-12,album
ALB359176,Bed Bath + Beyond my Breaking Point,2023-02-17,single
